Year,Day,DOY:Time,TOD,ppt_mm,ws10m_ms,ws2m_ms,RH_Percent,AT,Saturated VP (kPa),Actual VP (kPa),VPD (kPa),Soil4in_C,Soil8in_C,Solar_WM2,Dew Point
2011,134,134:12:45:00,1245,0,3.697,3.14,24.85,19.15,3.139402205,2.982,0.157402205,21.84,20.73,1014,-1.431430526
2011,134,134:13:00:00,1300,0,3.603,3.207,23.77,19.44,2.942807554,2.8524,0.090407554,22.18,20.78,1014,-1.789968516
2011,134,134:13:15:00,1315,0,3.62,2.906,23.15,19.91,2.834873597,2.778,0.056873597,22.54,20.85,1008,-1.753379393
2011,134,134:13:30:00,1330,0,4.632,3.984,22.92,20.09,2.795721521,2.7504,0.045321521,22.9,20.92,998,-1.737886319
2011,134,134:13:45:00,1345,0,2.596,2.17,23.84,19.75,2.955216023,2.8608,0.094416023,23.28,21.01,985,-1.489111198
2011,134,134:14:00:00,1400,0,3.361,2.706,22.78,20.34,2.772121658,2.7336,0.038521658,23.66,21.12,969,-1.611662127
2011,134,134:14:15:00,1415,0,4.254,3.576,22.71,20.23,2.760387087,2.7252,0.035187087,24.04,21.23,950,-1.745490461
2011,134,134:14:30:00,1430,0,2.82,2.352,21.77,20.49,2.606958394,2.6124,-0.005441606,24.41,21.35,928,-2.100871005
2011,134,134:14:45:00,1445,0,3.706,3.193,21.54,20.9,2.570571958,2.5848,-0.014228042,24.79,21.47,901,-1.903462357
2011,134,134:15:00:00,1500,0,4.623,3.748,21.07,20.95,2.497594301,2.5284,-0.030805699,25.15,21.61,869,-2.160406641
2011,134,134:15:15:00,1515,0,3.255,2.679,19.85,21.18,2.316547875,2.382,-0.065452125,25.51,21.75,836,-2.774290762
2011,134,134:15:30:00,1530,0,4.497,3.863,19.38,21.85,2.249926408,2.3256,-0.075673592,25.85,21.9,797.1,-2.545887638
2011,134,134:15:45:00,1545,0,3.611,2.852,19.78,21.2,2.306517498,2.3736,-0.067082502,26.18,22.05,756.7,-2.805309743
2011,134,134:16:00:00,1600,0,2.96,2.565,19.55,21.57,2.273827455,2.346,-0.072172545,26.48,22.2,713.6,-2.658279529
2011,134,134:16:15:00,1615,0,3.974,3.515,18.92,21.96,2.186351393,2.2704,-0.084048607,26.77,22.36,669.5,-2.778971409
2011,134,134:16:30:00,1630,0,4.585,3.82,19.36,22.16,2.24712902,2.3232,-0.07607098,27.03,22.51,619.9,-2.305390221
2011,134,134:16:45:00,1645,0,3.625,3.048,19.13,21.75,2.215177064,2.2956,-0.080422936,27.27,22.67,569.6,-2.802611991
2011,134,134:17:00:00,1700,0,4.796,4.028,19.8,21.68,2.309379437,2.376,-0.066620563,27.49,22.82,518.1,-2.396633488
2011,134,134:17:15:00,1715,0,4.569,3.558,19.93,21.78,2.328057853,2.3916,-0.063542147,27.68,22.96,465.7,-2.225984254
2011,134,134:17:30:00,1730,0,4.277,3.498,19.55,21.93,2.273827455,2.346,-0.072172545,27.85,23.11,411.8,-2.362456804
2011,134,134:17:45:00,1745,0,4.08,3.415,19.76,21.75,2.303658661,2.3712,-0.067541339,27.98,23.25,356.1,-2.366310979
2011,134,134:18:00:00,1800,0,4.354,3.511,19.95,21.5,2.33094315,2.394,-0.06305685,28.1,23.38,301.3,-2.443073738
2011,134,134:18:15:00,1815,0,4.695,3.885,20.67,21.42,2.436918463,2.4804,-0.043481537,28.18,23.51,246.7,-2.030297896
2011,134,134:18:30:00,1830,0,4.064,3.267,20.88,21.23,2.468610635,2.5056,-0.036989365,28.23,23.63,191.7,-2.050822796
2011,134,134:18:45:00,1845,0,3.946,3.188,21.54,20.88,2.570571958,2.5848,-0.014228042,28.26,23.74,142.7,-1.920090769
2011,134,134:19:00:00,1900,0,4.343,3.496,21.86,20.5,2.621318564,2.6232,-0.001881436,28.26,23.84,94.1,-2.036745966
2011,134,134:19:15:00,1915,0,4.701,3.471,22.23,20.17,2.681083317,2.6676,0.013483317,28.23,23.93,45.95,-2.084935447
2011,134,134:19:30:00,1930,0,4.905,3.792,22.57,19.81,2.737047991,2.7084,0.028647991,28.17,24.01,16.45,-2.18060266
2011,134,134:19:45:00,1945,0,4.331,3.536,23.21,19.5,2.845165556,2.7852,0.059965556,28.09,24.08,3.275,-2.062364132
2011,134,134:20:00:00,2000,0,4.077,3.258,23.56,19.29,2.905854504,2.8272,0.078654504,27.99,24.15,0.081,-2.036337482
2011,134,134:20:15:00,2015,0,4.105,3.206,23.86,19.01,2.958769675,2.8632,0.095569675,27.86,24.2,-0.176,-2.100860675
2011,134,134:20:30:00,2030,0,4.21,3.15,24.57,18.66,3.087364326,2.9484,0.138964326,27.72,24.23,-0.214,-1.999555444
2011,134,134:20:45:00,2045,0,4.277,3.265,24.92,18.43,3.152530566,2.9904,0.162130566,27.55,24.26,-0.176,-2.002744374
2011,134,134:21:00:00,2100,0,4.737,3.489,26.09,17.99,3.379160205,3.1308,0.248360205,27.38,24.28,-0.217,-1.75485564
2011,134,134:21:15:00,2115,0,4.511,3.552,26.56,17.72,3.474120141,3.1872,0.286920141,27.2,24.28,-0.198,-1.742896267
2011,134,134:21:30:00,2130,0,4.521,3.53,27.33,17.32,3.634720935,3.2796,0.355120935,27.01,24.28,-0.217,-1.697205574
2011,134,134:21:45:00,2145,0,4.454,3.602,28.21,17,3.826147163,3.3852,0.440947163,26.82,24.27,-0.24,-1.54153837
2011,134,134:22:00:00,2200,0,4.274,3.296,28.99,16.77,4.003096693,3.4788,0.524296693,26.63,24.25,-0.22,-1.368799258
2011,134,134:22:15:00,2215,0,4.548,3.54,29.6,16.46,4.146400304,3.552,0.594400304,26.44,24.22,-0.212,-1.35320482
2011,134,134:22:30:00,2230,0,4.467,3.357,30.31,16.26,4.318797092,3.6372,0.681597092,26.25,24.19,-0.263,-1.203670199
2011,134,134:22:45:00,2245,0,4.1,3.009,31.71,15.91,4.677071076,3.8052,0.871871076,26.06,24.15,-0.25,-0.892018177
2011,134,134:23:00:00,2300,0,4.644,3.354,32.24,15.66,4.819288762,3.8688,0.950488762,25.88,24.1,-0.241,-0.883781203
2011,134,134:23:15:00,2315,0,3.722,2.734,32.9,15.41,5.001628875,3.948,1.053628875,25.7,24.05,-0.255,-0.825567192
2011,134,134:23:30:00,2330,0,5.622,4.264,33.44,15.07,5.155241705,4.0128,1.142441705,25.52,24,-0.284,-0.90121536
2011,134,134:23:45:00,2345,0,4.615,3.541,34.56,14.68,5.486949232,4.1472,1.339749232,25.35,23.95,-0.283,-0.793991269
2011,135,135:00:00:00,0,0,4.31,3.423,35.44,14.45,5.760412036,4.2528,1.507612036,25.18,23.89,-0.283,-0.653003014
2011,135,135:00:15:00,15,0,4.619,3.514,36.51,14.3,6.10877052,4.3812,1.72757052,25.01,23.83,-0.278,-0.378198914
2011,135,135:00:30:00,30,0,4.118,3.169,38,14.06,6.624198199,4.56,2.064198199,24.85,23.77,-0.251,-0.042014765
2011,135,135:00:45:00,45,0,4.025,3.131,38.71,13.84,6.882767372,4.6452,2.237567372,24.69,23.71,-0.255,0.016471024
2011,135,135:01:00:00,100,0,4.489,3.516,38.72,13.9,6.886470675,4.6464,2.240070675,24.53,23.64,-0.259,0.073613948
2011,135,135:01:15:00,115,0,4.159,3.229,39.42,13.88,7.150024467,4.7304,2.419624467,24.38,23.57,-0.274,0.302714985
2011,135,135:01:30:00,130,0,4.191,3.087,40.22,13.63,7.461870657,4.8264,2.635470657,24.23,23.51,-0.274,0.355977641
2011,135,135:01:45:00,145,0,3.39,2.682,41.52,13.24,7.993714051,4.9824,3.011314051,24.08,23.44,-0.25,0.44469849
2011,135,135:02:00:00,200,0,4.328,3.213,42.4,13.14,8.37204311,5.088,3.28404311,23.94,23.37,-0.246,0.644501195
2011,135,135:02:15:00,215,0,4.737,3.861,43.21,12.75,8.733844082,5.1852,3.548644082,23.8,23.3,-0.259,0.553733832
2011,135,135:02:30:00,230,0,5.772,4.734,44.85,12.25,9.507887543,5.382,4.125887543,23.66,23.23,-0.267,0.615440444
2011,135,135:02:45:00,245,0,5.277,4.175,45.61,11.98,9.886194271,5.4732,4.412994271,23.53,23.16,-0.255,0.602190009
2011,135,135:03:00:00,300,0,5.545,4.274,44.09,12.23,9.142130134,5.2908,3.851330134,23.4,23.09,-0.244,0.361092693
2011,135,135:03:15:00,315,0,4.981,3.894,45.73,11.76,9.94709726,5.4876,4.45949726,23.27,23.02,-0.212,0.438066417
2011,135,135:03:30:00,330,0,4.843,3.708,46.21,11.62,10.19395427,5.5452,4.648754274,23.14,22.95,-0.239,0.45465422
2011,135,135:03:45:00,345,0,4.628,3.356,47.52,11.37,10.89470937,5.7024,5.19230937,23.02,22.88,-0.246,0.612629232
2011,135,135:04:00:00,400,0,4.816,3.7,47.71,11.36,10.99971144,5.7252,5.274511437,22.9,22.81,-0.248,0.658685297
2011,135,135:04:15:00,415,0,4.007,3.216,47.81,11.4,11.05532478,5.7372,5.31812478,22.78,22.74,-0.222,0.724310825
2011,135,135:04:30:00,430,0,3.708,3.109,48.9,11.14,11.6773842,5.868,5.8093842,22.66,22.67,-0.244,0.798038952
2011,135,135:04:45:00,445,0,3.926,2.88,48.7,11.19,11.56104071,5.844,5.71704071,22.54,22.59,-0.227,0.787175501
2011,135,135:05:00:00,500,0,4.077,3.186,49.13,11.06,11.81242316,5.8956,5.916823155,22.44,22.52,-0.228,0.789543497
2011,135,135:05:15:00,515,0,4.593,3.688,51.05,10.63,12.99309009,6.126,6.867090086,22.33,22.45,-0.208,0.924832705
2011,135,135:05:30:00,530,0,3.802,3.06,51.75,10.51,13.4480649,6.21,7.238064903,22.23,22.38,-0.013,1.00289851
2011,135,135:05:45:00,545,0,4.684,3.84,52.18,10.24,13.73427996,6.2616,7.472679962,22.14,22.32,1.718,0.867839755
2011,135,135:06:00:00,600,0,4.446,3.597,52.71,10.02,14.09424052,6.3252,7.769040524,22.04,22.25,7.837,0.804098272
2011,135,135:06:15:00,615,0,5.15,4.134,53.48,9.82,14.63161901,6.4176,8.214019013,21.94,22.18,18.85,0.819504611
2011,135,135:06:30:00,630,0,4.434,3.451,54.39,9.65,15.28928405,6.5268,8.762484054,21.84,22.12,30.28,0.895379042
2011,135,135:06:45:00,645,0,3.956,3.254,53.67,9.91,14.76689098,6.4404,8.326490979,21.75,22.05,43.09,0.952268355
2011,135,135:07:00:00,700,0,4.232,3.524,52.9,10.2,14.22524016,6.348,7.877240164,21.66,21.98,64.91,1.020886835
2011,135,135:07:15:00,715,0,4.517,3.73,52.66,10.42,14.05993956,6.3192,7.740739562,21.58,21.92,100.1,1.161677044
2011,135,135:07:30:00,730,0,5.147,4.22,51.78,10.71,13.46786577,6.2136,7.254265772,21.51,21.86,121.7,1.195921563
2011,135,135:07:45:00,745,0,6.045,4.849,52.06,10.56,13.65388468,6.2472,7.406684679,21.44,21.79,96.4,1.132096064
2011,135,135:08:00:00,800,0,5.473,4.428,54.03,10.15,15.02614023,6.4836,8.542540226,21.38,21.73,94.2,1.268166953
2011,135,135:08:15:00,815,0,5.458,4.565,54.53,10.21,15.39267982,6.5436,8.849079822,21.33,21.68,118.2,1.452206547
2011,135,135:08:30:00,830,0,4.918,3.915,54.68,10.44,15.50412586,6.5616,8.942525855,21.29,21.62,140.5,1.704581289
2011,135,135:08:45:00,845,0,5.427,4.328,54.36,10.56,15.26720549,6.5232,8.744005485,21.26,21.57,145,1.734287503
2011,135,135:09:00:00,900,0,4.441,3.707,53.79,10.79,14.8528776,6.4548,8.3980776,21.23,21.51,173.5,1.800845342
2011,135,135:09:15:00,915,0,4.555,3.646,53.58,10.82,14.70268163,6.4296,8.273081629,21.2,21.47,192.8,1.77405817
2011,135,135:09:30:00,930,0,4.318,3.483,52.49,11.11,13.94385179,6.2988,7.64505179,21.18,21.42,237.1,1.755907575
2011,135,135:09:45:00,945,0,3.187,2.642,51.89,11.33,13.54068336,6.2268,7.313883356,21.17,21.38,256.9,1.798931052
2011,135,135:10:00:00,1000,0,3.983,3.174,50.51,11.71,12.65120694,6.0612,6.590006944,21.16,21.33,323.5,1.7732541
2011,135,135:10:15:00,1015,0,4.398,3.771,49.27,12.1,11.89527671,5.9124,5.982876712,21.16,21.3,403.9,1.785021864
2011,135,135:10:30:00,1030,0,4.197,3.573,48.52,12.17,11.4571857,5.8224,5.634785698,21.17,21.26,380,1.635139401
2011,135,135:10:45:00,1045,0,4.016,3.358,46.95,12.67,10.58486463,5.634,4.950864627,21.19,21.23,404.5,1.633997801
2011,135,135:11:00:00,1100,0,3.798,2.949,47.17,12.76,10.70354232,5.6604,5.04314232,21.23,21.2,385.8,1.78152776
2011,135,135:11:15:00,1115,0,3.285,2.684,45.91,13,10.03905797,5.5092,4.529857974,21.28,21.17,421.9,1.622603874
2011,135,135:11:30:00,1130,0,3.973,3.324,45.2,13.23,9.68052762,5.424,4.25652762,21.35,21.15,475.6,1.614563554
2011,135,135:11:45:00,1145,0,2.472,2.04,44.86,13.35,9.51278302,5.3832,4.12958302,21.42,21.13,552.9,1.61832458
2011,135,135:12:00:00,1200,0,3.195,2.678,43.99,13.88,9.094919986,5.2788,3.816119986,21.5,21.12,668.3,1.825893921
2011,135,135:12:15:00,1215,0,2.928,2.61,42.63,14.1,8.473436292,5.1156,3.357836292,21.6,21.12,804,1.58650336
2011,135,135:12:30:00,1230,0,2.736,2.569,40.17,15.05,7.442041493,4.8204,2.621641493,21.71,21.12,917,1.61220916
2011,135,135:12:45:00,1245,0,2.103,1.826,39.56,15.25,7.20376929,4.7472,2.45656929,21.84,21.12,976,1.577904681
2011,135,135:13:00:00,1300,0,2.476,2.013,37.72,15.96,6.524563917,4.5264,1.998163917,21.99,21.13,999,1.547218413
2011,135,135:13:15:00,1315,0,2.192,1.907,38.04,15.61,6.638538628,4.5648,2.073738628,22.18,21.15,985,1.353373876
2011,135,135:13:30:00,1330,0,2.451,2.085,35.55,16.57,5.795411724,4.266,1.529411724,22.4,21.18,979,1.262795275
2011,135,135:13:45:00,1345,0,3.607,3.141,35.1,16.87,5.653387053,4.212,1.441387053,22.67,21.21,968,1.350287467
2011,135,135:14:00:00,1400,0,2.948,2.477,34.1,17.45,5.34853773,4.092,1.25653773,22.97,21.26,951,1.458277252
2011,135,135:14:15:00,1415,0,2.476,2.085,33.29,17.53,5.112166231,3.9948,1.117366231,23.29,21.32,932,1.193895778
2011,135,135:14:30:00,1430,0,1.662,1.643,31.95,18.24,4.741013295,3.834,0.907013295,23.63,21.39,910,1.243057638
2011,135,135:14:45:00,1445,0,2.258,2.072,31.55,18.37,4.634860333,3.786,0.848860333,23.98,21.47,889,1.181110816
2011,135,135:15:00:00,1500,0,2.727,2.467,31.32,18.66,4.57476236,3.7584,0.81636236,24.33,21.57,856,1.331590946
2011,135,135:15:15:00,1515,0,1.966,1.765,30.17,18.94,4.284318561,3.6204,0.663918561,24.68,21.67,822,1.054433272
2011,135,135:15:30:00,1530,0,2.299,1.816,29.58,19.42,4.141632027,3.5496,0.592032027,25.02,21.78,782.8,1.194938391
2011,135,135:15:45:00,1545,0,2.572,2.308,29.28,19.57,4.070678027,3.5136,0.557078027,25.36,21.91,744.9,1.182642208
2011,135,135:16:00:00,1600,0,1.45,1.719,29.91,19.4,4.220921549,3.5892,0.631721549,25.67,22.03,706.7,1.331981388
2011,135,135:16:15:00,1615,0,2.678,2.362,29.35,20.04,4.087138675,3.522,0.565138675,25.98,22.16,659.9,1.621116458
2011,135,135:16:30:00,1630,0,1.127,1.134,29.37,19.99,4.091852339,3.5244,0.567452339,26.26,22.3,611.5,1.587507395
2011,135,135:16:45:00,1645,0,2.363,2.153,28.51,20.49,3.893381879,3.4212,0.472181879,26.52,22.43,565.1,1.603309445
2011,135,135:17:00:00,1700,0,1.616,1.367,28.87,20.35,3.975418845,3.4644,0.511018845,26.76,22.57,512,1.658026077
2011,135,135:17:15:00,1715,0,1.638,1.319,28.34,20.74,3.855157088,3.4008,0.454357088,26.97,22.71,460.7,1.734510334
2011,135,135:17:30:00,1730,0,2.263,2.141,29.2,20.18,4.0519365,3.504,0.5479365,27.17,22.84,400.6,1.670282049
2011,135,135:17:45:00,1745,0,2.295,2.211,29.05,20.43,4.016998379,3.486,0.530998379,27.33,22.97,352.9,1.813677022
2011,135,135:18:00:00,1800,0,0.896,0.73,28.69,20.43,3.934214293,3.4428,0.491414293,27.48,23.1,299.2,1.639552686
2011,135,135:18:15:00,1815,0,3.518,2.934,29.45,20.29,4.110754315,3.534,0.576754315,27.6,23.22,245.1,1.884195211
2011,135,135:18:30:00,1830,0,1.244,1.067,29.39,20.23,4.096570731,3.5268,0.569770731,27.69,23.34,195.6,1.803950511
2011,135,135:18:45:00,1845,0,2.909,2.593,29.74,19.86,4.179912138,3.5688,0.611112138,27.75,23.45,146.5,1.649981883
2011,135,135:19:00:00,1900,0,2.926,2.362,30.15,19.71,4.279412647,3.618,0.661412647,27.79,23.55,99.4,1.711450314
2011,135,135:19:15:00,1915,0,2.612,2.152,30.56,19.44,4.380966187,3.6672,0.713766187,27.8,23.65,50.08,1.666234667
2011,135,135:19:30:00,1930,0,2.239,1.658,31.85,19.04,4.714279021,3.822,0.892279021,27.78,23.73,17.95,1.896342092
2011,135,135:19:45:00,1945,0,2.147,1.627,32.6,18.75,4.918017833,3.912,1.006017833,27.73,23.81,3.997,1.968977606
2011,135,135:20:00:00,2000,0,2.526,2.07,33.08,18.38,5.052385544,3.9696,1.082785544,27.66,23.88,0.243,1.849921979
2011,135,135:20:15:00,2015,0,2.882,2.113,32.47,18.57,4.882164977,3.8964,0.985764977,27.56,23.94,-0.252,1.755935391
2011,135,135:20:30:00,2030,0,2.549,1.979,32.55,18.45,4.904201311,3.906,0.998201311,27.44,23.98,-0.236,1.685506896
2011,135,135:20:45:00,2045,0,2.361,1.829,33.75,18.07,5.245263599,4.05,1.195263599,27.3,24.02,-0.24,1.858603849
2011,135,135:21:00:00,2100,0,2.844,2.29,33.63,17.98,5.210255911,4.0356,1.174655911,27.15,24.05,-0.271,1.729900795
2011,135,135:21:15:00,2115,0,3.319,2.59,33.96,17.72,5.307018332,4.0752,1.231818332,26.99,24.06,-0.26,1.638059274
2011,135,135:21:30:00,2130,0,3.465,2.506,35.21,17.13,5.687822512,4.2252,1.462622512,26.81,24.06,-0.228,1.623184544
2011,135,135:21:45:00,2145,0,4.236,3.285,35.31,16.93,5.719285134,4.2372,1.482085134,26.64,24.06,-0.219,1.486292102
2011,135,135:22:00:00,2200,0,3.231,2.549,36.6,16.64,6.13888657,4.392,1.74688657,26.46,24.05,-0.28,1.730398213
2011,135,135:22:15:00,2215,0,3.365,2.561,37.03,16.63,6.284556491,4.4436,1.840956491,26.28,24.03,-0.238,1.884737796
2011,135,135:22:30:00,2230,0,3.7,2.792,37.9,16.13,6.588464388,4.548,2.040464388,26.1,24,-0.234,1.764921734
2011,135,135:22:45:00,2245,0,3.979,3.081,38.4,15.85,6.768816473,4.608,2.160816473,25.92,23.97,-0.261,1.698531101
2011,135,135:23:00:00,2300,0,3.484,2.54,39.12,15.59,7.036023636,4.6944,2.341623636,25.74,23.93,-0.262,1.725842124
2011,135,135:23:15:00,2315,0,2.848,1.956,40.46,15.29,7.5576878,4.8552,2.7024878,25.57,23.88,-0.272,1.927929322
2011,135,135:23:30:00,2330,0,2.817,1.709,42.88,14.61,8.584847088,5.1456,3.439247088,25.39,23.84,-0.252,2.128922416
2011,135,135:23:45:00,2345,0,2.846,1.886,42.51,14.73,8.420404021,5.1012,3.319204021,25.23,23.79,-0.261,2.115874867
2011,136,136:00:00:00,0,0,3.513,2.593,41.33,14.69,7.913997122,4.9596,2.954397122,25.06,23.73,-0.278,1.686173029
2011,136,136:00:15:00,15,0,4.435,3.543,40.44,14.73,7.54966262,4.8528,2.69686262,24.9,23.68,-0.274,1.418576408
2011,136,136:00:30:00,30,0,3.561,2.543,41.79,14.4,8.108188919,5.0148,3.093388919,24.74,23.62,-0.269,1.579537258
2011,136,136:00:45:00,45,0,3.7,2.934,41.38,14.31,7.934908375,4.9656,2.969308375,24.58,23.56,-0.249,1.361124999
2011,136,136:01:00:00,100,0,3.413,2.691,41.45,14.34,7.964264322,4.974,2.990264322,24.42,23.5,-0.254,1.411658174
2011,136,136:01:15:00,115,0,3.105,2.153,44.33,13.73,9.256297901,5.3196,3.936697901,24.27,23.43,-0.277,1.797445413
2011,136,136:01:30:00,130,0,3.246,2.304,44.63,13.25,9.400735297,5.3556,4.045135297,24.13,23.37,-0.243,1.455814892
2011,136,136:01:45:00,145,0,3.302,2.056,44.7,13.15,9.43471565,5.364,4.07071565,23.98,23.3,-0.251,1.386811987
2011,136,136:02:00:00,200,0,2.443,1.454,45.92,12.79,10.04418831,5.5104,4.533788313,23.84,23.24,-0.258,1.434258473
2011,136,136:02:15:00,215,0,2.807,1.63,44.79,12.92,9.478560277,5.3748,4.103760277,23.7,23.17,-0.261,1.205829255
2011,136,136:02:30:00,230,0,2.687,1.609,45.89,12.73,10.02880407,5.5068,4.522004069,23.57,23.1,-0.262,1.370475885
2011,136,136:02:45:00,245,0,1.896,1.076,46.86,12.58,10.53664233,5.6232,4.913442326,23.43,23.03,-0.229,1.525004903
2011,136,136:03:00:00,300,0,2.027,0.889,49.26,11.8,11.88934207,5.9112,5.978142069,23.3,22.96,-0.258,1.506443211
2011,136,136:03:15:00,315,0,2.427,1.429,47.48,12.25,10.87271398,5.6976,5.175113984,23.17,22.89,-0.274,1.406405205
2011,136,136:03:30:00,330,0,1.747,1.004,48.87,11.81,11.65986873,5.8644,5.795468727,23.04,22.82,-0.25,1.404889492
2011,136,136:03:45:00,345,0,1.148,0.89,50.69,11.61,12.7642984,6.0828,6.6814984,22.91,22.75,-0.261,1.730726529
2011,136,136:04:00:00,400,0,0.897,0.339,53.76,10.8,14.83134078,6.4512,8.380140775,22.78,22.68,-0.256,1.802339703
2011,136,136:04:15:00,415,0,1.183,0.317,57.92,10.18,18.08606355,6.9504,11.13566355,22.66,22.61,-0.253,2.267295098
2011,136,136:04:30:00,430,0,0.164,0.18,53.46,10.72,14.61744191,6.4152,8.202241913,22.53,22.54,-0.247,1.649911546
2011,136,136:04:45:00,445,0,0,0.246,58.95,9.54,18.98034454,7.074,11.90634454,22.41,22.47,-0.252,1.913719661
2011,136,136:05:00:00,500,0,0.371,0.342,59.2,9.26,19.20301926,7.104,12.09901926,22.29,22.4,-0.258,1.709787624
2011,136,136:05:15:00,515,0,2.161,1.175,59.78,8.71,19.72824589,7.1736,12.55464589,22.17,22.33,-0.248,1.328478823
2011,136,136:05:30:00,530,0,1.139,0.334,63.09,8.56,22.96684109,7.5708,15.39604109,22.04,22.26,0.092,1.938814412
2011,136,136:05:45:00,545,0,1.952,1.046,62.77,8.68,22.63512804,7.5324,15.10272804,21.92,22.18,3.036,1.981269147
2011,136,136:06:00:00,600,0,4.99,3.877,59.7,9.16,19.65507865,7.164,12.49107865,21.8,22.11,14.91,1.73319716
2011,136,136:06:15:00,615,0,5.498,4.301,61.63,8.89,21.48641899,7.3956,14.09081899,21.69,22.04,23.56,1.923373069
2011,136,136:06:30:00,630,0,6.124,4.991,62.01,8.82,21.86365789,7.4412,14.42245789,21.57,21.97,30.38,1.943229437
2011,136,136:06:45:00,645,0,4.815,4.08,61.98,8.89,21.83367166,7.4376,14.39607166,21.46,21.9,140,2.002605113
2011,136,136:07:00:00,700,0,5.475,4.645,61.62,9.01,21.47656721,7.3944,14.08216721,21.35,21.83,187.7,2.03441509
2011,136,136:07:15:00,715,0,5.576,4.253,60.08,9.5,20.00470095,7.2096,12.79510095,21.24,21.75,244,2.141907489
2011,136,136:07:30:00,730,0,4.589,3.725,59.46,9.9,19.43696742,7.1352,12.30176742,21.14,21.68,293.5,2.372712625
2011,136,136:07:45:00,745,0,4.903,3.634,58.69,10.08,18.75110958,7.0428,11.70830958,21.05,21.61,345.6,2.358820509
2011,136,136:08:00:00,800,0,4.93,4.177,58.51,10.48,18.59379965,7.0212,11.57259965,20.96,21.54,404.6,2.691015169
2011,136,136:08:15:00,815,0,4.426,3.775,57.35,11,17.60685637,6.882,10.72485637,20.88,21.47,464.5,2.896165979
2011,136,136:08:30:00,830,0,4.823,4.008,56.39,11.07,16.82433258,6.7668,10.05753258,20.81,21.41,501.7,2.723755084
2011,136,136:08:45:00,845,0,4.807,4.007,54.01,11.87,15.01163576,6.4812,8.530435757,20.74,21.34,463.6,2.861484997
2011,136,136:09:00:00,900,0,4.394,3.671,52.18,12.65,13.73427996,6.2616,7.472679962,20.68,21.28,640,3.098267226
2011,136,136:09:15:00,915,0,4.882,4.101,50.25,13.08,12.48937357,6.03,6.459373568,20.64,21.22,673.8,2.96315636
2011,136,136:09:30:00,930,0,3.931,3.246,47.63,13.9,10.95539434,5.7156,5.239794335,20.6,21.16,699.3,2.96040584
2011,136,136:09:45:00,945,0,4.062,3.327,46.73,14.27,10.467322,5.6076,4.859722002,20.58,21.1,743.2,3.029323768
2011,136,136:10:00:00,1000,0,4.729,4.108,45.11,14.71,9.635878363,5.4132,4.222678363,20.57,21.05,798.9,2.932234621
2011,136,136:10:15:00,1015,0,4.32,3.602,43,15.51,8.638771908,5.16,3.478771908,20.56,21,721,2.981366598
2011,136,136:10:30:00,1030,0,3.191,2.821,40.49,15.99,7.569739398,4.8588,2.710939398,20.57,20.96,715,2.566269122
2011,136,136:10:45:00,1045,0,4.137,3.569,39.15,16.6,7.047352506,4.698,2.349352506,20.6,20.92,882,2.638889328
2011,136,136:11:00:00,1100,0,4.58,4.124,37.13,17.27,6.318859087,4.4556,1.863259087,20.66,20.88,918,2.490488598
2011,136,136:11:15:00,1115,0,4.105,3.497,35.05,17.89,5.637794425,4.206,1.431794425,20.77,20.85,934,2.229500639
2011,136,136:11:30:00,1130,0,5.492,4.662,34.82,18.02,5.566547653,4.1784,1.388147653,20.91,20.83,952,2.251683179
2011,136,136:11:45:00,1145,0,5.12,4.378,32.95,19.26,5.015683349,3.954,1.061683349,21.09,20.82,968,2.56442763
2011,136,136:12:00:00,1200,0,5.852,5.032,32.41,19.71,4.865694201,3.8892,0.976494201,21.31,20.82,983,2.724914596
2011,136,136:12:15:00,1215,0,4.901,3.887,31.8,20.13,4.70096106,3.816,0.88496106,21.56,20.83,992,2.823223384
2011,136,136:12:30:00,1230,0,4.929,3.792,31.79,20.15,4.698301394,3.8148,0.883501394,21.83,20.85,1003,2.836195768
2011,136,136:12:45:00,1245,0,5.518,4.417,30.88,20.77,4.461676764,3.7056,0.756076764,22.13,20.89,788.2,2.965190222
2011,136,136:13:00:00,1300,0,6.274,5.255,30.1,21.25,4.267169224,3.612,0.655169224,22.43,20.94,1016,3.019634085
2011,136,136:13:15:00,1315,0,4.766,3.803,29.36,21.79,4.089494916,3.5232,0.566294916,22.75,21,1007,3.134014066
2011,136,136:13:30:00,1330,0,5.828,4.891,28.55,22.22,3.902423734,3.426,0.476423734,23.07,21.08,999,3.108540809
2011,136,136:13:45:00,1345,0,5.979,4.798,27.83,22.71,3.742435612,3.3396,0.402835612,23.4,21.16,985,3.167562303
2011,136,136:14:00:00,1400,0,7.462,5.98,27.19,23.14,3.605048941,3.2628,0.342248941,23.73,21.25,973,3.20605478
2011,136,136:14:15:00,1415,0,5.928,4.915,27.19,23.15,3.605048941,3.2628,0.342248941,24.06,21.35,905,3.214584716
2011,136,136:14:30:00,1430,0,5.885,4.663,25.69,24,3.300133038,3.0828,0.217333038,24.39,21.46,960,3.135018721
2011,136,136:14:45:00,1445,0,6.559,5.117,25.24,24.32,3.213157499,3.0288,0.184357499,24.72,21.58,961,3.156023718
2011,136,136:15:00:00,1500,0,6.688,5.35,24.39,24.53,3.054310105,2.9268,0.127510105,25.04,21.7,847,2.849639391
